date,qqq_close,dist_days,upvol,fwd10,fwd20,fb_old,fb_new
2024-04-30,424.5899963378906,8.0,0.3304388900356558,5.0260242874182515,7.5013557498347705,0,0
2024-05-01,421.5199890136719,9.0,0.33250852355953,7.444487972264269,7.124217015085099,0,0
2024-05-02,426.8999938964844,10.0,0.32655279928907494,5.874916244652195,5.577418107053722,0,0
2024-05-03,435.4800109863281,10.0,0.39765128203606903,3.7384032259997424,4.052997485810783,0,0
2024-05-06,440.25,10.0,0.4599468064284577,3.329927010132727,3.2072674882879015,0,3
2024-05-07,440.32000732421875,10.0,0.4911590636448162,3.5156205058271883,5.271164396122474,0,7
2024-05-08,440.05999755859375,9.0,0.536549787622172,3.5563318600438265,5.297004428467744,0,12
2024-05-09,441.0199890136719,9.0,0.5974544103612265,2.866086563719361,4.9748317509313855,0,16
2024-05-10,442.05999755859375,8.0,0.6901744669565555,3.5945380120786297,5.150882038507398,0,20
2024-05-13,443.0799865722656,8.0,0.6780443106600155,3.746503251463884,5.628781077282663,0,20
2024-05-14,445.92999267578125,8.0,0.674174862300349,2.356874383478935,6.328347876170071,0,20
2024-05-15,452.8999938964844,8.0,0.7130156758486279,-0.29808039781608064,5.259440857855946,0,20
2024-05-16,451.9800109863281,7.0,0.7346099093223873,-0.2809901987653185,6.0201758470909805,0,20
2024-05-17,451.760009765625,7.0,0.706073676320092,0.3032572798770339,7.371167671579637,0,20
2024-05-20,454.9100036621094,6.0,0.7029696298655906,-0.11870667617214226,6.660655415147665,2,20
2024-05-21,455.79998779296875,5.0,0.7826399525311202,1.6959217185936515,5.631859174027465,5,20
2024-05-22,455.7099914550781,5.0,0.820447628688334,1.6808943858463765,5.369643343252273,5,20
2024-05-23,453.6600036621094,4.0,0.7398831422479691,2.0499906797813106,4.474714021315496,8,20
2024-05-24,457.95001220703125,3.0,0.7286949545602136,1.5023417800727357,4.679548445146264,11,20
2024-05-28,459.67999267578125,2.0,0.7251692934323943,1.8143048361412895,4.500957790433824,14,20
2024-05-29,456.44000244140625,2.0,0.6577206910163477,3.8800261502828226,5.514412140813052,14,20
2024-05-30,451.54998779296875,2.0,0.6156762544928203,5.574136664416107,6.103421172326495,14,16
2024-05-31,450.7099914550781,2.0,0.5948016195801165,6.318921596209326,6.924635034581206,14,16
2024-06-03,453.1300048828125,2.0,0.594960217828683,7.0465412424054685,7.470263663574839,14,16
2024-06-04,454.3699951171875,2.0,0.5945299688720678,6.787419211063139,8.070518260845262,14,16
2024-06-05,463.5299987792969,2.0,0.59102055245699,3.870300193871179,7.039459143689375,14,16
2024-06-06,463.3699951171875,1.0,0.529327084133378,3.627769975555384,7.3310748599749065,17,12
2024-06-07,462.9599914550781,0.0,0.5366214325663778,2.3760152503517817,7.519007733084293,20,12
2024-06-10,464.8299865722656,0.0,0.5525960909348141,3.130180653326864,8.203000233265833,20,12
2024-06-11,468.0199890136719,0.0,0.5510726972166038,2.6387774867356883,5.108756938458647,20,12
2024-06-12,474.1499938964844,0.0,0.5670410163630969,1.573339987579292,4.359382831131486,20,12
2024-06-13,476.7200012207031,0.0,0.6296131542048953,0.5013391770304354,4.0757661994521355,20,20
2024-06-14,479.19000244140625,0.0,0.7057428033622027,0.5697136777518486,3.5789548632291,20,20
2024-06-17,485.05999755859375,0.0,0.7113938904566262,0.39583009058636875,-0.6782683712285409,20,20
2024-06-18,485.2099914550781,0.0,0.7122325818334838,1.201545143858307,-1.1788712766506726,20,20
2024-06-20,481.4700012207031,0.0,0.6944577169085973,3.0510732556881415,-1.2939562112972314,20,20
2024-06-21,480.17999267578125,1.0,0.6800541405274625,3.57366069470868,0.4456692659168038,17,20
2024-06-24,473.9599914550781,2.0,0.6381254942585692,5.023630261595713,1.4051826698837644,14,20
2024-06-25,479.3800048828125,2.0,0.6339753822969187,4.918850667964314,-3.337644423427988,14,20
2024-06-26,480.3699951171875,2.0,0.6349138962905292,2.4064778558397837,-4.600621672493155,14,20
2024-06-27,481.6099853515625,2.0,0.6282578516736609,2.7428878915401356,-3.8703483519455406,14,20
2024-06-28,479.1099853515625,2.0,0.5968246532528636,3.5565964112432846,-3.174634618378347,14,16
2024-07-01,481.9200134277344,3.0,0.6549928718870898,2.9921942455952033,-5.061008874680173,11,20
2024-07-02,486.9800109863281,3.0,0.6581776320148414,-1.0698636196799671,-3.2670753014862552,11,20
2024-07-03,491.0400085449219,3.0,0.6559504188126362,-2.352154225634806,-6.39051896724252,11,20
2024-07-05,496.1600036621094,3.0,0.6475297959131927,-4.216384487529378,-9.555386027124458,11,20
2024-07-08,497.3399963378906,3.0,0.6436393800337233,-3.02006456835765,-12.460289073272312,11,20
2024-07-09,497.7699890136719,3.0,0.6402584472497859,-3.445365183720095,-11.700181111717312,11,20
2024-07-10,502.9599914550781,3.0,0.6316033469549183,-7.869410538551891,-13.557738905659388,11,20
2024-07-11,491.92999267578125,3.0,0.5521377579114984,-6.842437778396215,-8.915899824077101,11,12
2024-07-12,494.82000732421875,4.0,0.6403929852836846,-6.436685184931634,-8.974981408342853,8,20
2024-07-15,496.1499938964844,4.0,0.7246527466834645,-6.500050467949525,-9.023478698865528,8,20
2024-07-16,496.3399963378906,4.0,0.7978726126691182,-7.819236379284911,-6.8017911138965275,8,20
2024-07-17,481.7699890136719,4.0,0.703788160598194,-2.2209730646276293,-3.9520888518449038,8,20
2024-07-18,479.489990234375,5.0,0.6233465679507831,-4.1356414056887285,-1.0573686437463259,5,20
2024-07-19,475.239990234375,6.0,0.5479992612198885,-5.574023815064654,-0.04418640253203154,2,12
2024-07-22,482.32000732421875,7.0,0.6324136738378413,-9.734203743174008,-0.21770158703805498,0,20
2024-07-23,480.6199951171875,7.0,0.580337474464384,-8.549373050505693,-0.07490020290868982,0,16
2024-07-24,463.3800048828125,7.0,0.4943288283891494,-6.174201641776933,4.126202019015235,0,7
2024-07-25,458.2699890136719,8.0,0.4286029210550848,-2.225758163087743,3.6179582969263713,0,3
2024-07-26,462.9700012207031,9.0,0.43888779391399746,-2.7129182291459664,3.678423814587184,0,3
2024-07-29,463.8999938964844,8.0,0.44290122772308194,-2.698855179650128,2.4660492761202635,0,3
2024-07-30,457.5299987792969,7.0,0.3927175641159061,1.1037500942981282,4.203005494204604,0,0
2024-07-31,471.07000732421875,7.0,0.41145307556858296,-1.770436709665224,0.05943888911275064,0,0
2024-08-01,459.6600036621094,7.0,0.4028574488257353,3.211071149987399,2.393073121951672,0,0
2024-08-02,448.75,8.0,0.3267983542918913,5.856267137447779,6.13258808104109,0,0
2024-08-05,435.3699951171875,9.0,0.25168525828538135,10.542755451975871,6.072996012113663,0,0
2024-08-06,439.5299987792969,9.0,0.28836805790287695,9.266719245431986,4.796029083523523,0,0
2024-08-07,434.7699890136719,9.0,0.2863600462437848,10.978221172673264,6.042279870983447,0,0
2024-08-08,448.07000732421875,10.0,0.3485044040159317,5.976744334935846,0.13837014463207176,0,0
