date,universe_n,nh_52w,nl_52w,advances,declines,qqq_close,qqq_52w_high,qqq_pct_from_high,qqq_50dma,qqq_above_50dma,qqq_fwd_4w,pct_above_50dma,nh_pct_52w,net_breadth_52w,ad_ratio,month
2025-05-19,1164,458,516,505,605,522.010009765625,539.52001953125,-0.03245479154015116,473.71120178222657,True,0.013543815620304045,0.5103092783505154,0.39347079037800686,-0.04982817869415808,0.45495495495495497,2025-05
2025-05-20,1164,294,416,491,643,520.27001953125,539.52001953125,-0.03567986229079124,474.662001953125,True,0.016760471247183384,0.5077319587628866,0.25257731958762886,-0.10481099656357389,0.4329805996472663,2025-05
2025-05-21,1164,75,671,122,1024,513.0399780273438,539.52001953125,-0.04908073944487333,475.49080139160156,True,0.026879073080275706,0.2869415807560137,0.06443298969072164,-0.5120274914089347,0.10645724258289703,2025-05
2025-05-22,1164,85,418,543,581,514.0,539.52001953125,-0.04730133935237937,476.2324011230469,True,0.03433856889895437,0.327319587628866,0.07302405498281787,-0.2860824742268041,0.4830960854092527,2025-05
2025-05-23,1164,93,410,407,724,509.239990234375,539.52001953125,-0.056124014310318146,477.05040100097654,True,0.059971800424479804,0.327319587628866,0.07989690721649484,-0.27233676975945015,0.3598585322723254,2025-05
2025-05-27,1164,196,97,954,195,521.219970703125,539.52001953125,-0.033919128420896394,477.88160034179685,True,0.03825640528413987,0.563573883161512,0.16838487972508592,0.08505154639175258,0.8302872062663186,2025-05
2025-05-28,1164,91,177,292,840,518.9099731445312,539.52001953125,-0.03820070737064647,478.6044000244141,True,0.05262954842262624,0.45017182130584193,0.0781786941580756,-0.07388316151202749,0.2579505300353357,2025-05
2025-05-29,1164,127,116,681,454,519.9299926757812,539.52001953125,-0.0363101018429105,479.51219970703124,True,0.054161203578127814,0.5197594501718213,0.109106529209622,0.009450171821305841,0.6,2025-05
2025-05-30,1164,112,167,427,707,519.1099853515625,539.52001953125,-0.03782998487696584,480.27659912109374,True,0.06266500397761443,0.4836769759450172,0.09621993127147767,-0.04725085910652921,0.3765432098765432,2025-05
2025-06-02,1164,167,201,587,555,523.2100219726562,539.52001953125,-0.03023056970668916,481.15559936523437,True,0.0454501390704658,0.48625429553264604,0.14347079037800686,-0.029209621993127148,0.5140105078809106,2025-06
2025-06-03,1164,200,63,852,286,527.2999877929688,539.52001953125,-0.0226498207590116,482.0847991943359,True,0.044566661376875816,0.6082474226804123,0.1718213058419244,0.11769759450171821,0.7486818980667839,2025-06
2025-06-04,1164,156,91,546,580,528.77001953125,539.52001953125,-0.019925117902649652,482.84699951171876,True,0.051912835747021324,0.5945017182130584,0.13402061855670103,0.05584192439862543,0.4849023090586146,2025-06
2025-06-05,1164,115,128,440,682,524.7899780273438,539.52001953125,-0.02730212220244231,483.4735992431641,True,0.05190657674509169,0.5627147766323024,0.09879725085910653,-0.011168384879725086,0.39215686274509803,2025-06
2025-06-06,1164,245,34,930,207,529.9199829101562,539.52001953125,-0.017793661539074173,484.38439880371095,True,0.04230835723949977,0.6847079037800687,0.2104810996563574,0.18127147766323023,0.8179419525065963,2025-06
2025-06-09,1164,227,72,689,446,530.7000122070312,539.52001953125,-0.01634787775230624,485.3659991455078,True,0.04814393669733219,0.7061855670103093,0.1950171821305842,0.1331615120274914,0.6070484581497797,2025-06
